Year of Manufacture,Mileage (in km),Engine Size (L),Rental Duration (days),Daily Rental Price,Car Age,Engine Size (L).1,Engine Size (L)^2,Car Make_Chevrolet,Car Make_Ford,Car Make_Honda,Car Make_Hyundai,Car Make_Kia,Car Make_Mercedes,Car Make_Nissan,Car Make_Tesla,Car Make_Toyota,Car Model_Coupe,Car Model_Hatchback,Car Model_SUV,Car Model_Sedan,Car Model_Truck,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol,Location_Dallas,Location_Houston,Location_Los Angeles,Location_New York,Location_Phoenix,Location_San Francisco,Car Condition_Old,Car Condition_Well-Maintained,Demand_Low,Demand_Medium
-0.6579146370526091,-1.5283245487097956,-1.4405923610826998,1.6761389703896887,0.5525664915854398,0.6579146370525938,-1.4405923610826998,-1.1930665978515667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.34719283989373656,-0.568874166387063,-0.3932950501613361,1.3115231404158603,-0.4162509859539712,-0.3471928398937519,-0.3932950501613361,-0.5563463816523541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6579146370526091,0.5815257579898043,1.0729211851285734,-1.4838648893834898,-1.6606917698367072,0.6579146370525938,1.0729211851285734,1.081357244199574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6343664047355496,0.6098821685723702,1.4220202887690279,-0.025401569488176658,-0.4268533533206248,-0.6343664047355649,1.4220202887690279,1.5996178852919565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.08356750736898301,-1.650822136752427,-1.0216734367141542,-1.4838648893834898,1.4225171571723378,0.0835675073689677,-1.0216734367141542,-0.9916853201699553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6579146370526091,0.6928983681182359,-1.5104121818107905,0.9469073104420321,0.08659171262183224,0.6579146370525938,-1.5104121818107905,-1.2197200022506036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.20360605747283003,0.1975560943959268,1.3522004680409372,1.6761389703896887,0.8278587244924496,-0.20360605747284535,1.3522004680409372,1.4920171045699193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.2322617667362352,0.47260976759006035,-0.3932950501613361,-1.605403499374766,-1.0784679480177526,1.23226176673622,-0.3932950501613361,-0.5563463816523541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.6630221139989547,-0.16014528538476938,0.16526351566339145,-1.726942109366042,0.39978169271178593,1.6630221139989394,0.16526351566339145,-0.03512425118230106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.6630221139989547,-1.137651822713356,1.6314797509533006,-0.7546332294358332,0.10009814172837539,1.6630221139989394,1.6314797509533006,1.934266184968752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.9215399695773626,0.5569069188515989,-1.5104121818107905,-0.7546332294358332,-0.5390024811522703,-0.9215399695773779,-1.5104121818107905,-1.2197200022506036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4907796223146431,-1.4238304738216894,0.5143626193038461,0.9469073104420321,1.4441542020080749,-0.4907796223146584,0.5143626193038461,0.35480518354434865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.20360605747283003,-1.3711359806413397,-1.4405923610826998,-0.9977104494183854,-0.5080241884774825,-0.20360605747284535,-1.4405923610826998,-1.1930665978515667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.2087135344191757,-0.5329197819293419,-0.3932950501613361,-1.4838648893834898,-1.418158323556564,-1.208713534419191,-0.3932950501613361,-0.5563463816523541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4907796223146431,-1.0232259852078414,1.0729211851285734,1.3115231404158603,-0.6171730173432669,-0.4907796223146584,1.0729211851285734,1.081357244199574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0886749843153287,-1.5267628404537015,-0.18383558797706315,0.3392142604856516,1.737659352729501,1.0886749843153134,-0.18383558797706315,-0.3756955296144378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5143278546317026,1.5532767862397514,1.7711193924094826,-0.5115560094532811,0.14522279748846414,0.5143278546316873,1.7711193924094826,2.1672366826788516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.5194353315780482,0.464081787674759,0.23508333639148213,-0.9977104494183854,-1.7272721508378666,1.519435331578033,0.23508333639148213,0.038912983259467855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.7779531871564561,-1.6197458971845284,-0.6027545123456087,-0.7546332294358332,-0.8612607753219519,-0.7779531871564714,-0.6027545123456087,-0.7192282974242457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
